0;0;240856028
0;50;0
1;2423;242856053
1;2423;242856120
2;1679;242856133
2;1679;242856203
0;0;0
0;100;0
1;2423;244856233
1;2423;244856350
2;1679;244856363
2;1679;244856483
0;0;0
0;150;0
1;2423;246856512
1;2423;246856680
2;1679;246856693
2;1679;246856863
0;0;0
0;200;0
1;2423;248856893
1;2423;248857110
2;1679;248857123
2;1679;248857343
0;0;0
0;250;0
1;2423;250857372
1;2423;250857640
2;1679;250857653
2;1679;250857924
0;0;0
0;300;0
1;2423;252857953
1;2423;252858271
2;1679;252858284
2;1679;252858604
0;0;0
0;350;0
1;2423;254858633
1;2423;254859002
2;1679;254859015
2;1679;254859385
0;0;0
0;400;0
1;2423;256859416
1;2423;256859834
2;1679;256859847
2;1679;256860267
0;0;0
0;450;0
1;2423;258860296
1;2423;258860764
2;1679;258860777
2;1679;258861247
0;0;0
0;500;0
1;2423;260861276
1;2423;260861794
2;1679;260861807
2;1679;260862329
0;0;0
0;500;262862350
