0;0;2334280026
0;1;0
1;1;2336280048
1;1;2336780068
2;1;2336780085
2;1;2337280100
0;1;0
0;2;0
1;2;2339280134
1;2;2339780154
2;2;2339780171
2;2;2340280186
0;2;0
0;3;0
1;3;2342280219
1;3;2342780239
2;3;2342780256
2;3;2343280270
0;3;0
0;4;0
1;4;2345280304
1;4;2345780324
2;4;2345780341
2;4;2346280356
0;4;0
0;5;0
1;5;2348280390
1;5;2348780410
2;5;2348780427
2;5;2349280442
0;5;0
0;6;0
1;6;2351280475
1;6;2351780495
2;6;2351780512
2;6;2352280527
0;6;0
0;7;0
1;7;2354280561
1;7;2354780581
2;7;2354780598
2;7;2355280612
0;7;0
0;8;0
1;8;2357280646
1;8;2357780666
2;8;2357780683
2;8;2358280697
0;8;0
0;9;0
1;9;2360280731
1;9;2360780751
2;9;2360780768
2;9;2361280783
0;9;0
0;10;0
1;10;2363280818
1;10;2363780838
2;10;2363780855
2;10;2364280871
0;10;0
0;11;0
1;11;2366280906
1;11;2366780926
2;11;2366780943
2;11;2367280959
0;11;0
0;12;0
1;12;2369280994
1;12;2369781015
2;12;2369781033
2;12;2370281050
0;12;0
0;13;0
1;13;2372281085
1;13;2372781105
2;13;2372781122
2;13;2373281138
0;13;0
0;14;0
1;14;2375281173
1;14;2375781193
2;14;2375781211
2;14;2376281226
0;14;0
0;15;0
1;15;2378281261
1;15;2378781281
2;15;2378781299
2;15;2379281314
0;15;0
0;16;0
1;16;2381281349
1;16;2381781369
2;16;2381781387
2;16;2382281402
0;16;0
0;17;0
1;17;2384281437
1;17;2384781457
2;17;2384781475
2;17;2385281490
0;17;0
0;18;0
1;18;2387281525
1;18;2387781545
2;18;2387781563
2;18;2388281578
0;18;0
0;19;0
1;19;2390281613
1;19;2390781633
2;19;2390781650
2;19;2391281666
0;19;0
0;20;0
1;20;2393281701
1;20;2393781721
2;20;2393781739
2;20;2394281754
0;20;0
0;21;0
1;21;2396281789
1;21;2396781808
2;21;2396781825
2;21;2397281841
0;21;0
0;22;0
1;22;2399281876
1;22;2399781896
2;22;2399781914
2;22;2400281929
0;22;0
0;23;0
1;23;2402281964
1;23;2402781984
2;23;2402782003
2;23;2403282018
0;23;0
0;24;0
1;24;2405282053
1;24;2405782073
2;24;2405782091
2;24;2406282106
0;24;0
0;25;0
1;25;2408282141
1;25;2408782161
2;25;2408782180
2;25;2409282195
0;25;0
0;25;2411282231
