0;0;2475941026
0;50;0
1;2800;2477941049
1;2800;2477941117
2;1311;2477941130
2;1311;2477941201
0;0;0
0;100;0
1;2800;2479941234
1;2800;2479941352
2;1311;2479941365
2;1311;2479941485
0;0;0
0;150;0
1;2800;2481941515
1;2800;2481941683
2;1311;2481941696
2;1311;2481941867
0;0;0
0;200;0
1;2800;2483941897
1;2800;2483942115
2;1311;2483942128
2;1311;2483942349
0;0;0
0;250;0
1;2800;2485942379
1;2800;2485942647
2;1311;2485942660
2;1311;2485942931
0;0;0
0;300;0
1;2800;2487942961
1;2800;2487943279
2;1311;2487943292
2;1311;2487943612
0;0;0
0;350;0
1;2800;2489943641
1;2800;2489944010
2;1311;2489944023
2;1311;2489944393
0;0;0
0;400;0
1;2800;2491944424
1;2800;2491944842
2;1311;2491944855
2;1311;2491945275
0;0;0
0;400;2493945298
