142893008;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
0;-20479;-20735;2559;0
