0;0;1443724038
0;10;0
1;10;1445724064
1;10;1446224084
2;10;1446224101
2;10;1446724116
0;10;0
0;11;0
1;11;1448724151
1;11;1449224171
2;11;1449224188
2;11;1449724203
0;11;0
0;12;0
1;12;1451724238
1;12;1452224258
2;12;1452224275
2;12;1452724290
0;12;0
0;13;0
1;13;1454724325
1;13;1455224345
2;13;1455224362
2;13;1455724378
0;13;0
0;14;0
1;14;1457724413
1;14;1458224433
2;14;1458224450
2;14;1458724465
0;14;0
0;15;0
1;15;1460724500
1;15;1461224520
2;15;1461224537
2;15;1461724553
0;15;0
0;16;0
1;16;1463724588
1;16;1464224608
2;16;1464224625
2;16;1464724641
0;16;0
0;17;0
1;17;1466724676
1;17;1467224696
2;17;1467224713
2;17;1467724729
0;17;0
0;18;0
1;18;1469724764
1;18;1470224784
2;18;1470224801
2;18;1470724817
0;18;0
0;19;0
1;19;1472724852
1;19;1473224872
2;19;1473224889
2;19;1473724905
0;19;0
0;20;0
1;20;1475724942
1;20;1476224962
2;20;1476224979
2;20;1476724995
0;20;0
0;20;1478725032
