114937009;4628;5712;14596;0
0;4592;5660;14632;0
0;4676;5732;14620;0
0;4676;5708;14392;0
0;4588;5696;14584;0
0;4588;5696;14584;0
0;4676;5652;14720;0
0;4612;5692;14684;0
0;4584;5756;14628;0
0;4564;5668;14684;0
0;4608;5708;14668;0
0;4652;5680;14684;0
0;4580;5732;14568;0
0;4552;5748;14700;0
0;4700;5732;14720;0
0;4700;5732;14720;0
0;4708;5704;14596;0
0;4644;5712;14816;0
0;4560;5708;14736;0
0;4492;5692;14600;0
0;4612;5748;14568;0
0;4640;5688;14728;0
0;4712;5716;14624;0
0;4576;5720;14652;0
0;4624;5712;14724;0
0;4624;5712;14724;0
0;4572;5680;14596;0
0;4604;5684;14660;0
0;4636;5736;14600;0
0;4636;5736;14600;0
0;4660;5772;14588;0
0;4640;5732;14652;0
0;4652;5776;14724;0
0;4672;5772;14572;0
0;4692;5756;14544;0
0;4692;5756;14544;0
0;4664;5724;14668;0
0;4600;5848;14636;0
0;4608;5836;14636;0
0;4528;5772;14728;0
0;4596;5692;14724;0
0;4736;5704;14708;0
0;4548;5744;14712;0
0;4548;5784;14556;0
0;4584;5628;14620;0
0;4584;5628;14620;0
0;4680;5644;14660;0
0;4660;5644;14792;0
0;4716;5660;14484;0
0;4636;5700;14564;0
0;4684;5816;14664;0
0;4560;5768;14716;0
0;4556;5788;14764;0
0;4648;5708;14656;0
0;4628;5756;14644;0
0;4628;5756;14644;0
0;4640;5732;14664;0
0;4672;5732;14708;0
0;4628;5736;14568;0
0;4656;5752;14656;0
0;4592;5792;14732;0
0;4584;5720;14764;0
0;4580;5696;14684;0
0;4588;5716;14724;0
0;4556;5804;14644;0
0;4556;5804;14644;0
0;4556;5784;14644;0
0;4596;5792;14760;0
0;4628;5712;14704;0
0;4520;5760;14744;0
0;4632;5724;14824;0
0;4636;5672;14856;0
0;4608;5712;14632;0
0;4620;5696;14716;0
0;4652;5548;14692;0
0;4652;5548;14692;0
0;4692;5708;14692;0
0;4680;5748;14640;0
0;4596;5688;14640;0
0;4648;5656;14536;0
0;4564;5692;14660;0
0;4588;5736;14544;0
0;4588;5724;14488;0
0;4540;5668;14728;0
0;4520;5712;14652;0
0;4520;5712;14652;0
0;4656;5728;14520;0
0;4664;5760;14664;0
0;4664;5732;14784;0
0;4632;5760;14604;0
0;4660;5808;14600;0
0;4712;5696;14596;0
0;4632;5692;14568;0
0;4628;5704;14676;0
0;4544;5780;14740;0
0;4544;5780;14740;0
0;4592;5728;14692;0
0;4700;5780;14568;0
0;4744;5836;14532;0
0;4568;5884;14596;0
0;4552;5864;14656;0
0;4596;5736;14628;0
0;4548;5792;14528;0
0;4576;5744;14524;0
0;4604;5720;14520;0
0;4604;5720;14520;0
0;4688;5676;14564;0
0;4600;5752;14680;0
0;4556;5760;14724;0
0;4656;5804;14632;0
