0;0;773185036
0;18;0
1;18;775285067
1;18;775785087
2;18;775785104
2;18;776285119
0;18;0
0;19;0
1;19;778385159
1;19;778885179
2;19;778885196
2;19;779385211
0;19;0
0;20;0
1;20;781485250
1;20;781985270
2;20;781985287
2;20;782485302
0;20;0
0;21;0
1;21;784585340
1;21;785085360
2;21;785085377
2;21;785585392
0;21;0
0;22;0
1;22;787685432
1;22;788185451
2;22;788185468
2;22;788685483
0;22;0
0;23;0
1;23;790785521
1;23;791285541
2;23;791285558
2;23;791785573
0;23;0
0;24;0
1;24;793885614
1;24;794385633
2;24;794385650
2;24;794885665
0;24;0
0;25;0
1;25;796985704
1;25;797485723
2;25;797485740
2;25;797985755
0;25;0
0;26;0
1;26;800085794
1;26;800585813
2;26;800585830
2;26;801085845
0;26;0
0;26;803085880
