0;0;2000420040
0;10;0
1;10;2002420065
1;10;2002920085
2;10;2002920102
2;10;2003420118
0;10;0
0;11;0
1;11;2005420153
1;11;2005920173
2;11;2005920190
2;11;2006420206
0;11;0
0;12;0
1;12;2008420241
1;12;2008920261
2;12;2008920278
2;12;2009420293
0;12;0
0;13;0
1;13;2011420328
1;13;2011920348
2;13;2011920365
2;13;2012420380
0;13;0
0;14;0
1;14;2014420415
1;14;2014920435
2;14;2014920452
2;14;2015420467
0;14;0
0;15;0
1;15;2017420502
1;15;2017920522
2;15;2017920539
2;15;2018420555
0;15;0
0;16;0
1;16;2020420590
1;16;2020920610
2;16;2020920627
2;16;2021420643
0;16;0
0;17;0
1;17;2023420678
1;17;2023920698
2;17;2023920715
2;17;2024420731
0;17;0
0;18;0
1;18;2026420766
1;18;2026920786
2;18;2026920803
2;18;2027420819
0;18;0
0;19;0
1;19;2029420856
1;19;2029920876
2;19;2029920893
2;19;2030420909
0;19;0
0;20;0
1;20;2032420944
1;20;2032920964
2;20;2032920981
2;20;2033420997
0;20;0
0;21;0
1;21;2035421033
1;21;2035921053
2;21;2035921070
2;21;2036421086
0;21;0
0;22;0
1;22;2038421121
1;22;2038921141
2;22;2038921158
2;22;2039421173
0;22;0
0;23;0
1;23;2041421208
1;23;2041921228
2;23;2041921245
2;23;2042421260
0;23;0
0;24;0
1;24;2044421295
1;24;2044921315
2;24;2044921332
2;24;2045421348
0;24;0
0;25;0
1;25;2047421383
1;25;2047921403
2;25;2047921420
2;25;2048421436
0;25;0
0;25;2050421471
