0;0;248876036
0;10;0
1;10;250976063
1;10;251476082
2;10;251476099
2;10;251976114
0;10;0
0;11;0
1;11;254076152
1;11;254576171
2;11;254576187
2;11;255076203
0;11;0
0;12;0
1;12;257176241
1;12;257676260
2;12;257676276
2;12;258176291
0;12;0
0;13;0
1;13;260276329
1;13;260776349
2;13;260776366
2;13;261276381
0;13;0
0;14;0
1;14;263376419
1;14;263876439
2;14;263876456
2;14;264376471
0;14;0
0;15;0
1;15;266476508
1;15;266976527
2;15;266976544
2;15;267476559
0;15;0
0;16;0
1;16;269576597
1;16;270076617
2;16;270076634
2;16;270576649
0;16;0
0;17;0
1;17;272676687
1;17;273176706
2;17;273176722
2;17;273676737
0;17;0
0;18;0
1;18;275776775
1;18;276276795
2;18;276276812
2;18;276776827
0;18;0
0;19;0
1;19;278876864
1;19;279376883
2;19;279376900
2;19;279876915
0;19;0
0;20;0
1;20;281976952
1;20;282476971
2;20;282476987
2;20;282977003
0;20;0
0;21;0
1;21;285077040
1;21;285577059
2;21;285577076
2;21;286077091
0;21;0
0;22;0
1;22;288177128
1;22;288677148
2;22;288677165
2;22;289177180
0;22;0
0;23;0
1;23;291277217
1;23;291777237
2;23;291777254
2;23;292277269
0;23;0
0;24;0
1;24;294377308
1;24;294877327
2;24;294877346
2;24;295377361
0;24;0
0;25;0
1;25;297477400
1;25;297977419
2;25;297977436
2;25;298477451
0;25;0
0;25;300477485
