0;0;103781024
0;1;0
1;1;105781051
1;1;106281071
2;1;106281087
2;1;106781101
0;1;0
0;2;0
1;2;108781135
1;2;109281155
2;2;109281171
2;2;109781186
0;2;0
0;3;0
1;3;111781219
1;3;112281239
2;3;112281256
2;3;112781273
0;3;0
0;4;0
1;4;114781306
1;4;115281326
2;4;115281343
2;4;115781358
0;4;0
0;5;0
1;5;117781392
1;5;118281411
2;5;118281427
2;5;118781441
0;5;0
0;6;0
1;6;120781475
1;6;121281495
2;6;121281512
2;6;121781526
0;6;0
0;7;0
1;7;123781560
1;7;124281580
2;7;124281597
2;7;124781612
0;7;0
0;8;0
1;8;126781645
1;8;127281665
2;8;127281681
2;8;127781695
0;8;0
0;9;0
1;9;129781729
1;9;130281749
2;9;130281766
2;9;130781781
0;9;0
0;10;0
1;10;132781815
1;10;133281835
2;10;133281852
2;10;133781867
0;10;0
0;11;0
1;11;135781902
1;11;136281921
2;11;136281938
2;11;136781953
0;11;0
0;12;0
1;12;138781988
1;12;139282008
2;12;139282025
2;12;139782040
0;12;0
0;13;0
1;13;141782075
1;13;142282094
2;13;142282111
2;13;142782126
0;13;0
0;14;0
1;14;144782161
1;14;145282180
2;14;145282197
2;14;145782212
0;14;0
0;15;0
1;15;147782247
1;15;148282266
2;15;148282283
2;15;148782298
0;15;0
0;16;0
1;16;150782333
1;16;151282352
2;16;151282369
2;16;151782384
0;16;0
0;17;0
1;17;153782419
1;17;154282439
2;17;154282458
2;17;154782473
0;17;0
0;18;0
1;18;156782508
1;18;157282527
2;18;157282544
2;18;157782559
0;18;0
0;18;159782595
