0;0;20426035
0;20;0
1;20;22426060
1;20;22926079
2;20;22926095
2;20;23426110
0;20;0
0;21;0
1;21;25426144
1;21;25926163
2;21;25926179
2;21;26426194
0;21;0
0;22;0
1;22;28426228
1;22;28926248
2;22;28926265
2;22;29426279
0;22;0
0;23;0
1;23;31426313
1;23;31926332
2;23;31926348
2;23;32426363
0;23;0
0;24;0
1;24;34426397
1;24;34926417
2;24;34926433
2;24;35426448
0;24;0
0;25;0
1;25;37426483
1;25;37926503
2;25;37926520
2;25;38426534
0;25;0
0;26;0
1;26;40426568
1;26;40926588
2;26;40926604
2;26;41426619
0;26;0
0;27;0
1;27;43426653
1;27;43926673
2;27;43926689
2;27;44426704
0;27;0
0;28;0
1;28;46426738
1;28;46926758
2;28;46926775
2;28;47426789
0;28;0
0;29;0
1;29;49426823
1;29;49926843
2;29;49926860
2;29;50426874
0;29;0
0;30;0
1;30;52426908
1;30;52926928
2;30;52926944
2;30;53426959
0;30;0
0;30;55426994
