0;0;50750036
0;50;0
1;2178;52750061
1;2178;52750128
2;1919;52750140
2;1919;52750210
0;0;0
0;100;0
1;2178;54750238
1;2178;54750355
2;1919;54750367
2;1919;54750487
0;0;0
0;150;0
1;2178;56750515
1;2178;56750682
2;1919;56750693
2;1919;56750864
0;0;0
0;200;0
1;2178;58750892
1;2178;58751110
2;1919;58751122
2;1919;58751342
0;0;0
0;250;0
1;2178;60751370
1;2178;60751638
2;1919;60751649
2;1919;60751920
0;0;0
0;300;0
1;2178;62751949
1;2178;62752266
2;1919;62752278
2;1919;62752598
0;0;0
0;350;0
1;2178;64752627
1;2178;64752994
2;1919;64753007
2;1919;64753377
0;0;0
0;400;0
1;2178;66753405
1;2178;66753823
2;1919;66753834
2;1919;66754255
0;0;0
0;450;0
1;2178;68754283
1;2178;68754751
2;1919;68754763
2;1919;68755233
0;0;0
0;500;0
1;2178;70755261
1;2178;70755778
2;1919;70755790
2;1919;70756310
0;0;0
0;500;72756339
