0;0;219113040
0;10;0
1;10;221213069
1;10;221713088
2;10;221713105
2;10;222213120
0;10;0
0;11;0
1;11;224313159
1;11;224813178
2;11;224813194
2;11;225313209
0;11;0
0;12;0
1;12;227413246
1;12;227913265
2;12;227913282
2;12;228413296
0;12;0
0;13;0
1;13;230513335
1;13;231013354
2;13;231013371
2;13;231513385
0;13;0
0;14;0
1;14;233613424
1;14;234113444
2;14;234113461
2;14;234613475
0;14;0
0;15;0
1;15;236713513
1;15;237213533
2;15;237213550
2;15;237713565
0;15;0
0;16;0
1;16;239813603
1;16;240313622
2;16;240313639
2;16;240813653
0;16;0
0;17;0
1;17;242913691
1;17;243413710
2;17;243413727
2;17;243913741
0;17;0
0;18;0
1;18;246013780
1;18;246513799
2;18;246513816
2;18;247013831
0;18;0
0;18;249013865
