0;0;1028823043
0;50;0
1;2197;1030823068
1;2197;1030823137
2;1900;1030823150
2;1900;1030823220
0;0;0
0;100;0
1;2197;1032823253
1;2197;1032823371
2;1900;1032823384
2;1900;1032823504
0;0;0
0;150;0
1;2197;1034823534
1;2197;1034823702
2;1900;1034823715
2;1900;1034823885
0;0;0
0;200;0
1;2197;1036823915
1;2197;1036824133
2;1900;1036824146
2;1900;1036824366
0;0;0
0;250;0
1;2197;1038824397
1;2197;1038824665
2;1900;1038824678
2;1900;1038824948
0;0;0
0;300;0
1;2197;1040824978
1;2197;1040825296
2;1900;1040825311
2;1900;1040825631
0;0;0
0;350;0
1;2197;1042825661
1;2197;1042826029
2;1900;1042826042
2;1900;1042826412
0;0;0
0;400;0
1;2197;1044826441
1;2197;1044826859
2;1900;1044826872
2;1900;1044827292
0;0;0
0;400;1046827324
